id,video_path,frame_dir,seg_dir,ground_truth
04December_2009_Friday_tagesschau_default-2,video/test/04December_2009_Friday_tagesschau_default-2/04December_2009_Friday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04December_2009_Friday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/04December_2009_Friday_tagesschau_default-2,__ON__ WETTER BISSCHEN RUHIG DANN MORGEN IX REGION TIEF KOMMEN WOLKE REGEN WENN BERG IX AUCH SCHNEE SCHNEIEN
04December_2009_Friday_tagesschau_default-9,video/test/04December_2009_Friday_tagesschau_default-9/04December_2009_Friday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04December_2009_Friday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/04December_2009_Friday_tagesschau_default-9,SONNTAG MEHR MILD VIEL WOLKE REGEN NORDWEST WIND MONTAG DIENSTAG WECHSELHAFT MAL-SO MAL-SO AUCH SONNE __OFF__
04December_2010_Saturday_tagesschau_default-0,video/test/04December_2010_Saturday_tagesschau_default-0/04December_2010_Saturday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04December_2010_Saturday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/04December_2010_Saturday_tagesschau_default-0,__ON__ JETZT WIE-AUSSEHEN WETTER MORGEN SONNTAG FUENFTE DEZEMBER __OFF__
04December_2011_Sunday_tagesschau_default-11,video/test/04December_2011_Sunday_tagesschau_default-11/04December_2011_Sunday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04December_2011_Sunday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/04December_2011_Sunday_tagesschau_default-11,__ON__ WIND KALT DIENSTAG REGEN SCHNEE GRAUPEL IX REGEN LANG
04December_2011_Sunday_tagesschau_default-7,video/test/04December_2011_Sunday_tagesschau_default-7/04December_2011_Sunday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04December_2011_Sunday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/04December_2011_Sunday_tagesschau_default-7,BOEE STARK WIND BERG SCHWER STURM __OFF__
04February_2010_Thursday_heute_default-5,video/test/04February_2010_Thursday_heute_default-5/04February_2010_Thursday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04February_2010_Thursday_heute_default-5/1,CSLR-IIGA/segmentation/test/04February_2010_Thursday_heute_default-5,UND STURM WIND ABER REGION DANN REGEN AUCH NEU SCHNEE DABEI
04January_2010_Monday_heute_default-0,video/test/04January_2010_Monday_heute_default-0/04January_2010_Monday_heute_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04January_2010_Monday_heute_default-0/1,CSLR-IIGA/segmentation/test/04January_2010_Monday_heute_default-0,__ON__ GUT ABEND LIEB ZUSCHAUER BEGRUESSEN __OFF__
04January_2010_Monday_tagesschau_default-0,video/test/04January_2010_Monday_tagesschau_default-0/04January_2010_Monday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04January_2010_Monday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/04January_2010_Monday_tagesschau_default-0,__ON__ MORGEN WETTER WIE-AUSSEHEN DIENSTAG FUENFTE JANUAR __OFF__
04January_2010_Monday_tagesschau_default-7,video/test/04January_2010_Monday_tagesschau_default-7/04January_2010_Monday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04January_2010_Monday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/04January_2010_Monday_tagesschau_default-7,__ON__ NORD WIND MAESSIG KUESTE KOENNEN FRISCH WIND SUED WIND SCHWACH __OFF__
04January_2010_Monday_tagesschau_default-9,video/test/04January_2010_Monday_tagesschau_default-9/04January_2010_Monday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04January_2010_Monday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/04January_2010_Monday_tagesschau_default-9,__ON__ HEUTE NACHT MINUS ZWEI MINUS ZWANZIG UNTEN ALPEN TAL __OFF__
04January_2011_Tuesday_tagesschau_default-11,video/test/04January_2011_Tuesday_tagesschau_default-11/04January_2011_Tuesday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04January_2011_Tuesday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/04January_2011_Tuesday_tagesschau_default-11,HEUTE NACHT KLAR HIMMEL FROST  NORD MINUS ZWEI __OFF__
04July_2010_Sunday_tagesschau_default-7,video/test/04July_2010_Sunday_tagesschau_default-7/04July_2010_Sunday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04July_2010_Sunday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/04July_2010_Sunday_tagesschau_default-7,DAZWISCHEN FREUNDLICH WENN NICHT-HABEN GEWITTER SCHWACH WEHEN KUESTE WIND
04July_2011_Monday_heute_default-14,video/test/04July_2011_Monday_heute_default-14/04July_2011_Monday_heute_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04July_2011_Monday_heute_default-14/1,CSLR-IIGA/segmentation/test/04July_2011_Monday_heute_default-14,OST ODER SUED ODER OST WEST OST 
04July_2011_Monday_heute_default-5,video/test/04July_2011_Monday_heute_default-5/04July_2011_Monday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04July_2011_Monday_heute_default-5/1,CSLR-IIGA/segmentation/test/04July_2011_Monday_heute_default-5,STERN SEHEN SUEDWEST
04June_2010_Friday_tagesschau_default-5,video/test/04June_2010_Friday_tagesschau_default-5/04June_2010_Friday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04June_2010_Friday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/04June_2010_Friday_tagesschau_default-5,BESONDERS KUESTE MAL WOLKE UEBERALL TROCKEN WIND SCHWACH VERSCHIEDEN WEHEN __OFF__
04June_2010_Friday_tagesschau_default-9,video/test/04June_2010_Friday_tagesschau_default-9/04June_2010_Friday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04June_2010_Friday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/04June_2010_Friday_tagesschau_default-9,MONTAG WECHSELHAFT MAL SONNE WOLKE BESONDERS REGION SCHAUER GEWITTER __OFF__
04March_2011_Friday_tagesschau_default-7,video/test/04March_2011_Friday_tagesschau_default-7/04March_2011_Friday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04March_2011_Friday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/04March_2011_Friday_tagesschau_default-7,LOCH MIT NEBEL WENN NEBEL VERSCHWINDEN  SUED MORGEN SONNE
04March_2011_Friday_tagesschau_default-8,video/test/04March_2011_Friday_tagesschau_default-8/04March_2011_Friday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04March_2011_Friday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/04March_2011_Friday_tagesschau_default-8,WOLKE KOMMEN ABER WOLKE BEWEGEN
04May_2010_Tuesday_heute_default-0,video/test/04May_2010_Tuesday_heute_default-0/04May_2010_Tuesday_heute_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04May_2010_Tuesday_heute_default-0/1,CSLR-IIGA/segmentation/test/04May_2010_Tuesday_heute_default-0,__ON__  MITTWOCH REGION SONNE BRAUCHEN MOECHTEN HIER ENTTAEUSCHT
04May_2010_Tuesday_heute_default-6,video/test/04May_2010_Tuesday_heute_default-6/04May_2010_Tuesday_heute_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04May_2010_Tuesday_heute_default-6/1,CSLR-IIGA/segmentation/test/04May_2010_Tuesday_heute_default-6,DONNERSTAG EXTREM WETTER REGION TEMPERATUR UNTERSCHIED SECHS BIS ZWANZIG GRAD DANN RUHIG
04May_2011_Wednesday_heute_default-12,video/test/04May_2011_Wednesday_heute_default-12/04May_2011_Wednesday_heute_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04May_2011_Wednesday_heute_default-12/1,CSLR-IIGA/segmentation/test/04May_2011_Wednesday_heute_default-12,REGION ZWOELF BIS ACHTZEHN GRAD KUEHL SEIN __OFF__
04May_2011_Wednesday_heute_default-5,video/test/04May_2011_Wednesday_heute_default-5/04May_2011_Wednesday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04May_2011_Wednesday_heute_default-5/1,CSLR-IIGA/segmentation/test/04May_2011_Wednesday_heute_default-5,__ON__ SEHEN KREISEN REGEN KOMMEN NICHT-HABEN NICHT-HABEN NICHT-HABEN
04May_2011_Wednesday_heute_default-9,video/test/04May_2011_Wednesday_heute_default-9/04May_2011_Wednesday_heute_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04May_2011_Wednesday_heute_default-9/1,CSLR-IIGA/segmentation/test/04May_2011_Wednesday_heute_default-9,TROCKEN ENORM MORGEN SCHAUER NICHT VIEL SONNE MEISTENS MENSCHEN FROH __OFF__
04October_2010_Monday_heute_default-14,video/test/04October_2010_Monday_heute_default-14/04October_2010_Monday_heute_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04October_2010_Monday_heute_default-14/1,CSLR-IIGA/segmentation/test/04October_2010_Monday_heute_default-14,__ON__ TEMPERATUR  REGEN MEHR KUEHL SONST GUT
04October_2010_Monday_tagesschau_default-11,video/test/04October_2010_Monday_tagesschau_default-11/04October_2010_Monday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04October_2010_Monday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/04October_2010_Monday_tagesschau_default-11,__ON__ HEUTE NACHT VIERZEHN REGION OST NUR SECHS GRAD __OFF__ __ON__ MORGEN DREIZEHN REGION SONST FUENFZEHN BIS ZWEIZWANZIG GRAD __OFF__
04October_2012_Thursday_tagesschau_default-5,video/test/04October_2012_Thursday_tagesschau_default-5/04October_2012_Thursday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/04October_2012_Thursday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/04October_2012_Thursday_tagesschau_default-5,HEUTE NACHT OST SUEDOST SONST REGEN SONST REGION KLAR WOLKE KAUM
05April_2011_Tuesday_heute_default-3,video/test/05April_2011_Tuesday_heute_default-3/05April_2011_Tuesday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05April_2011_Tuesday_heute_default-3/1,CSLR-IIGA/segmentation/test/05April_2011_Tuesday_heute_default-3,__ON__ BESONDERS SUEDWEST WEHEN AUCH TEILWEISE WOLKE KOMMEN
05February_2010_Friday_tagesschau_default-16,video/test/05February_2010_Friday_tagesschau_default-16/05February_2010_Friday_tagesschau_default-16.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05February_2010_Friday_tagesschau_default-16/1,CSLR-IIGA/segmentation/test/05February_2010_Friday_tagesschau_default-16,__ON__ ABER STARK WOLKE HIMMEL KOENNEN NEBEL TEILWEISE SOLL SONNE DABEI __OFF__
05February_2010_Friday_tagesschau_default-5,video/test/05February_2010_Friday_tagesschau_default-5/05February_2010_Friday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05February_2010_Friday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/05February_2010_Friday_tagesschau_default-5,FLUSS WEST UND NORD MEHR TROCKEN __OFF__
05February_2011_Saturday_tagesschau_default-0,video/test/05February_2011_Saturday_tagesschau_default-0/05February_2011_Saturday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05February_2011_Saturday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/05February_2011_Saturday_tagesschau_default-0,__ON__  WETTER WIE-AUSSEHEN MORGEN SONNTAG ERSTE SECHSTE FEBRUAR __OFF__
05February_2011_Saturday_tagesschau_default-6,video/test/05February_2011_Saturday_tagesschau_default-6/05February_2011_Saturday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05February_2011_Saturday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/05February_2011_Saturday_tagesschau_default-6,IX MORGEN LANG SONNE NORD OST MORGEN FRUEH REGEN
05February_2011_Saturday_tagesschau_default-7,video/test/05February_2011_Saturday_tagesschau_default-7/05February_2011_Saturday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05February_2011_Saturday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/05February_2011_Saturday_tagesschau_default-7,SPAETER KOMMEN OST AUFLOCKERUNG
05January_2010_Tuesday_tagesschau_default-10,video/test/05January_2010_Tuesday_tagesschau_default-10/05January_2010_Tuesday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2010_Tuesday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/05January_2010_Tuesday_tagesschau_default-10,__ON__ SCHWER WIRBEL __OFF__
05January_2010_Tuesday_tagesschau_default-4,video/test/05January_2010_Tuesday_tagesschau_default-4/05January_2010_Tuesday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2010_Tuesday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/05January_2010_Tuesday_tagesschau_default-4,__ON__ MORGEN SPANIEN KOMMEN DANN FREITAG HAUPTSAECHLICH SCHNEE BESONDERS NORD SUEDWEST
05January_2010_Tuesday_tagesschau_default-5,video/test/05January_2010_Tuesday_tagesschau_default-5/05January_2010_Tuesday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2010_Tuesday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/05January_2010_Tuesday_tagesschau_default-5,HEUTE NACHT KOENNEN SCHNEE IX REGEN NEBEL DANN KOENNEN BLEIBEN BIS SONNE DA __OFF__
05January_2011_Wednesday_heute_default-3,video/test/05January_2011_Wednesday_heute_default-3/05January_2011_Wednesday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2011_Wednesday_heute_default-3/1,CSLR-IIGA/segmentation/test/05January_2011_Wednesday_heute_default-3,MEISTENS HEUTE KALT LUFT SCHNELL AUFLOESEN
05January_2011_Wednesday_heute_default-5,video/test/05January_2011_Wednesday_heute_default-5/05January_2011_Wednesday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2011_Wednesday_heute_default-5/1,CSLR-IIGA/segmentation/test/05January_2011_Wednesday_heute_default-5,GEFAHR FLUSS SUED ANFANG SCHNEE REGEN GLATT
05January_2011_Wednesday_heute_default-8,video/test/05January_2011_Wednesday_heute_default-8/05January_2011_Wednesday_heute_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2011_Wednesday_heute_default-8/1,CSLR-IIGA/segmentation/test/05January_2011_Wednesday_heute_default-8,HEUTE NACHT WEST ANFANG KOMMEN BIS MORGEN MITTAG KOMMEN ZONE
05January_2011_Wednesday_tagesschau_default-17,video/test/05January_2011_Wednesday_tagesschau_default-17/05January_2011_Wednesday_tagesschau_default-17.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05January_2011_Wednesday_tagesschau_default-17/1,CSLR-IIGA/segmentation/test/05January_2011_Wednesday_tagesschau_default-17,__ON__ WOCHENENDE BLEIBEN TAUEN DAZU REGEN BLEIBEN __OFF__
05July_2010_Monday_heute_default-1,video/test/05July_2010_Monday_heute_default-1/05July_2010_Monday_heute_default-1.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05July_2010_Monday_heute_default-1/1,CSLR-IIGA/segmentation/test/05July_2010_Monday_heute_default-1,MORGEN UNGEFAEHR MITTE EUROPA ACHTZEHN BIS SECHS ZWANZIG GRAD OST EUROPA HEISS BIS FUENF ZWANZIG GRAD
05July_2010_Monday_tagesschau_default-10,video/test/05July_2010_Monday_tagesschau_default-10/05July_2010_Monday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05July_2010_Monday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/05July_2010_Monday_tagesschau_default-10,__ON__ SUEDWEST KOMMEN MEHR TROCKEN __OFF__
05July_2010_Monday_tagesschau_default-17,video/test/05July_2010_Monday_tagesschau_default-17/05July_2010_Monday_tagesschau_default-17.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05July_2010_Monday_tagesschau_default-17/1,CSLR-IIGA/segmentation/test/05July_2010_Monday_tagesschau_default-17,__ON__ MORGEN ACHTZEHN NORD DANN SECHS ZWANZIG REGION __OFF__
05June_2010_Saturday_tagesschau_default-11,video/test/05June_2010_Saturday_tagesschau_default-11/05June_2010_Saturday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05June_2010_Saturday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/05June_2010_Saturday_tagesschau_default-11,DIENSTAG BESONDERS OST MEHR FREUNDLICH LANG ABER AUCH DABEI SCHAUER GEWITTER
05June_2010_Saturday_tagesschau_default-4,video/test/05June_2010_Saturday_tagesschau_default-4/05June_2010_Saturday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05June_2010_Saturday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/05June_2010_Saturday_tagesschau_default-4,MONTAG ABEND BEWOELKT HIER NACHT HIMMEL KLAR
05June_2010_Saturday_tagesschau_default-9,video/test/05June_2010_Saturday_tagesschau_default-9/05June_2010_Saturday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05June_2010_Saturday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/05June_2010_Saturday_tagesschau_default-9,FLUSS MAXIMAL EINS ZWANZIG GRAD MONTAG NACHT SCHAUER GEWITTER KOMMEN
05March_2011_Saturday_tagesschau_default-13,video/test/05March_2011_Saturday_tagesschau_default-13/05March_2011_Saturday_tagesschau_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05March_2011_Saturday_tagesschau_default-13/1,CSLR-IIGA/segmentation/test/05March_2011_Saturday_tagesschau_default-13,__ON__ MORGEN TEMPERATUR VOGEL LAND MAXIMAL NEUN GRAD
05March_2011_Saturday_tagesschau_default-6,video/test/05March_2011_Saturday_tagesschau_default-6/05March_2011_Saturday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/05March_2011_Saturday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/05March_2011_Saturday_tagesschau_default-6, BISSCHEN REGEN SCHNEE SCHNEIEN MORGEN IX  MEISTENS WOLKE
